model,H,strategy,tau,phase,use_non_overlapping,regime,n_obs,mean_log_ret,std_log_ret,sharpe_ann,max_drawdown,hit_rate
RandomForest,5,model,0.001,1,TRUE,high,80,0.002887007,0.011261148,1.820038237,-0.039172728,0.4125
RandomForest,5,model,0.001,1,TRUE,low,44,-0.000157348,0.001855286,-0.602094552,-0.011675045,0.022727273
RandomForest,5,model,0.001,1,TRUE,mid,80,4.26E-05,0.005001855,0.060453185,-0.041458965,0.175
RandomForest,5,model,0.001,2,TRUE,high,79,0.002583713,0.009947817,1.843875841,-0.031944935,0.392405063
RandomForest,5,model,0.001,2,TRUE,low,43,0.000344694,0.004254529,0.575171465,-0.011576041,0.046511628
RandomForest,5,model,0.001,2,TRUE,mid,82,0.000324537,0.003141566,0.733388163,-0.016277074,0.158536585
RandomForest,5,model,0.001,3,TRUE,high,77,0.001868755,0.009450314,1.403852078,-0.031785517,0.441558442
RandomForest,5,model,0.001,3,TRUE,low,43,0.000148408,0.004571888,0.230450017,-0.014997371,0.046511628
RandomForest,5,model,0.001,3,TRUE,mid,83,-1.98E-05,0.005298168,-0.026581948,-0.03825503,0.108433735
RandomForest,5,model,0.001,4,TRUE,high,76,0.003128735,0.008990294,2.470643848,-0.022592887,0.460526316
RandomForest,5,model,0.001,4,TRUE,low,44,0.000711683,0.004543987,1.111898277,-0.014060716,0.068181818
RandomForest,5,model,0.001,4,TRUE,mid,83,0.00022104,0.003183614,0.492907062,-0.018251876,0.120481928
Ridge,5,model,0,0,TRUE,high,76,0.002011251,0.012413447,1.150241648,-0.077212971,0.5
Ridge,5,model,0,0,TRUE,low,45,-1.16E-05,0.00882694,-0.009305843,-0.079150975,0.555555556
Ridge,5,model,0,0,TRUE,mid,83,-0.000140939,0.008749469,-0.114357794,-0.087080719,0.506024096
Ridge,5,model,0,1,TRUE,high,80,0.003139033,0.01220424,1.825998585,-0.067566383,0.6125
Ridge,5,model,0,1,TRUE,low,44,9.95E-05,0.008458049,0.083485044,-0.063754236,0.545454545
Ridge,5,model,0,1,TRUE,mid,80,-0.001021099,0.00874389,-0.829045511,-0.121392977,0.4625
Ridge,5,model,0,2,TRUE,high,79,0.002178811,0.010907865,1.418061229,-0.065037063,0.594936709
Ridge,5,model,0,2,TRUE,low,43,-0.000687314,0.007123782,-0.684952052,-0.071441337,0.465116279
Ridge,5,model,0,2,TRUE,mid,82,-0.001155477,0.009250068,-0.886812541,-0.106475956,0.43902439
Ridge,5,model,0,3,TRUE,high,77,0.003677868,0.011360556,2.298326785,-0.038332213,0.675324675
Ridge,5,model,0,3,TRUE,low,43,0.000870702,0.008017094,0.771024134,-0.056223304,0.511627907
Ridge,5,model,0,3,TRUE,mid,83,-0.001401876,0.00846284,-1.176003597,-0.12157493,0.457831325
Ridge,5,model,0,4,TRUE,high,76,0.001988949,0.011933843,1.183201017,-0.078558726,0.605263158
Ridge,5,model,0,4,TRUE,low,44,0.000476545,0.008566396,0.394930899,-0.0622473,0.454545455
Ridge,5,model,0,4,TRUE,mid,83,-0.000784825,0.008384446,-0.664528338,-0.081069073,0.421686747
Ridge,5,model,0.0005,0,TRUE,high,76,0.002093025,0.012374324,1.200792877,-0.077212971,0.5
Ridge,5,model,0.0005,0,TRUE,low,45,9.94E-05,0.008695492,0.081154075,-0.079150975,0.511111111
Ridge,5,model,0.0005,0,TRUE,mid,83,0.000202091,0.008000782,0.179320081,-0.061868777,0.445783133
Ridge,5,model,0.0005,1,TRUE,high,80,0.003203617,0.011855985,1.918307136,-0.052107697,0.575
Ridge,5,model,0.0005,1,TRUE,low,44,-0.000243015,0.008026749,-0.214935596,-0.059867501,0.409090909
Ridge,5,model,0.0005,1,TRUE,mid,80,-0.001001974,0.007725536,-0.920752871,-0.118418458,0.375
Ridge,5,model,0.0005,2,TRUE,high,79,0.002056644,0.010772963,1.355311569,-0.065037063,0.569620253
Ridge,5,model,0.0005,2,TRUE,low,43,-0.000325143,0.006924784,-0.333337111,-0.056607014,0.418604651
Ridge,5,model,0.0005,2,TRUE,mid,82,-0.001669092,0.007941075,-1.492162471,-0.130088857,0.329268293
Ridge,5,model,0.0005,3,TRUE,high,77,0.003008143,0.010206221,2.092419307,-0.038332213,0.649350649
Ridge,5,model,0.0005,3,TRUE,low,43,0.001377183,0.007308368,1.337785247,-0.056223304,0.465116279
Ridge,5,model,0.0005,3,TRUE,mid,83,-0.001046195,0.008158489,-0.910370305,-0.095255918,0.409638554
Ridge,5,model,0.0005,4,TRUE,high,76,0.002058121,0.011599767,1.25961217,-0.072904339,0.552631579
Ridge,5,model,0.0005,4,TRUE,low,44,0.000936341,0.007817937,0.850270991,-0.046926511,0.431818182
Ridge,5,model,0.0005,4,TRUE,mid,83,-9.77E-05,0.007612485,-0.091112246,-0.071837225,0.385542169
Ridge,5,model,0.001,0,TRUE,high,76,0.001513049,0.011801423,0.910193973,-0.06520596,0.434210526
Ridge,5,model,0.001,0,TRUE,low,45,-0.000544505,0.008192724,-0.471833606,-0.079150975,0.333333333
Ridge,5,model,0.001,0,TRUE,mid,83,-0.00036073,0.006325419,-0.404862618,-0.069900779,0.325301205
Ridge,5,model,0.001,1,TRUE,high,80,0.002763631,0.011611783,1.689648647,-0.052107697,0.525
Ridge,5,model,0.001,1,TRUE,low,44,-0.000256312,0.007423317,-0.245124086,-0.059867501,0.318181818
Ridge,5,model,0.001,1,TRUE,mid,80,-0.00154089,0.005901707,-1.853571865,-0.122897467,0.25
Ridge,5,model,0.001,2,TRUE,high,79,0.002008869,0.010616498,1.343338801,-0.065037063,0.544303797
Ridge,5,model,0.001,2,TRUE,low,43,0.000213179,0.006229887,0.242929614,-0.0404872,0.348837209
Ridge,5,model,0.001,2,TRUE,mid,82,-0.001409673,0.007287949,-1.373182992,-0.11540564,0.268292683
Ridge,5,model,0.001,3,TRUE,high,77,0.00277749,0.010006316,1.970577527,-0.038973059,0.61038961
Ridge,5,model,0.001,3,TRUE,low,43,0.000286682,0.006385936,0.318706934,-0.046275933,0.279069767
Ridge,5,model,0.001,3,TRUE,mid,83,-0.000777314,0.007203658,-0.766052347,-0.074837624,0.325301205
Ridge,5,model,0.001,4,TRUE,high,76,0.002389414,0.011399055,1.488119298,-0.064562093,0.539473684
Ridge,5,model,0.001,4,TRUE,low,44,0.000338956,0.007389758,0.32563299,-0.059004952,0.318181818
Ridge,5,model,0.001,4,TRUE,mid,83,-0.00028771,0.00684712,-0.298306469,-0.063530558,0.313253012
XGBoost,5,model,0,0,TRUE,high,76,0.003788191,0.01197335,2.246112208,-0.034881683,0.578947368
XGBoost,5,model,0,0,TRUE,low,45,-0.000584914,0.008807908,-0.471448659,-0.039872834,0.511111111
XGBoost,5,model,0,0,TRUE,mid,83,0.000119011,0.008732207,0.09675587,-0.047888907,0.56626506
XGBoost,5,model,0,1,TRUE,high,80,0.003095512,0.012208305,1.800082421,-0.039172728,0.6
XGBoost,5,model,0,1,TRUE,low,44,0.000391572,0.008427868,0.32984434,-0.04536016,0.522727273
XGBoost,5,model,0,1,TRUE,mid,80,0.00049663,0.008765654,0.402220037,-0.051777619,0.5625
XGBoost,5,model,0,2,TRUE,high,79,0.002401472,0.01084738,1.571693977,-0.031944935,0.569620253
XGBoost,5,model,0,2,TRUE,low,43,0.000139323,0.00711208,0.13907256,-0.034245131,0.581395349
XGBoost,5,model,0,2,TRUE,mid,82,0.001164617,0.009233625,0.895418672,-0.033869748,0.548780488
XGBoost,5,model,0,3,TRUE,high,77,0.001249647,0.011898408,0.745613262,-0.061537406,0.584415584
XGBoost,5,model,0,3,TRUE,low,43,0.001427916,0.007908088,1.281877301,-0.046229942,0.627906977
XGBoost,5,model,0,3,TRUE,mid,83,-2.63E-05,0.008568639,-0.021783732,-0.090561229,0.457831325
XGBoost,5,model,0,4,TRUE,high,76,0.003575399,0.011545714,2.198461939,-0.067754815,0.631578947
XGBoost,5,model,0,4,TRUE,low,44,0.001195124,0.008469022,1.001831791,-0.033808937,0.568181818
XGBoost,5,model,0,4,TRUE,mid,83,-0.000747701,0.008369783,-0.634204482,-0.100027477,0.457831325
XGBoost,5,model,0.0005,0,TRUE,high,76,0.003547672,0.011828754,2.129216038,-0.034881683,0.5
XGBoost,5,model,0.0005,0,TRUE,low,45,0.000720387,0.003619743,1.412873629,-0.015320625,0.177777778
XGBoost,5,model,0.0005,0,TRUE,mid,83,-1.02E-05,0.004283684,-0.016871269,-0.029262458,0.204819277
XGBoost,5,model,0.0005,1,TRUE,high,80,0.002850969,0.011734068,1.724881075,-0.039172728,0.5
XGBoost,5,model,0.0005,1,TRUE,low,44,0.000374573,0.003552421,0.748560679,-0.011200952,0.159090909
XGBoost,5,model,0.0005,1,TRUE,mid,80,0.000219745,0.004996515,0.312224316,-0.029754811,0.225
XGBoost,5,model,0.0005,2,TRUE,high,79,0.002492425,0.010234258,1.728944401,-0.031944935,0.455696203
XGBoost,5,model,0.0005,2,TRUE,low,43,-2.84E-05,0.003633398,-0.055397254,-0.013801026,0.139534884
XGBoost,5,model,0.0005,2,TRUE,mid,82,0.001006957,0.004981611,1.435014303,-0.018227007,0.231707317
XGBoost,5,model,0.0005,3,TRUE,high,77,0.001637134,0.011252797,1.032854076,-0.041795803,0.506493506
XGBoost,5,model,0.0005,3,TRUE,low,43,0.00052781,0.003670693,1.020809059,-0.01638873,0.162790698
XGBoost,5,model,0.0005,3,TRUE,mid,83,0.000106039,0.006077597,0.12386523,-0.033773292,0.168674699
XGBoost,5,model,0.0005,4,TRUE,high,76,0.003112954,0.011071994,1.996007588,-0.067754815,0.565789474
XGBoost,5,model,0.0005,4,TRUE,low,44,0.001022799,0.005569285,1.303784892,-0.02597427,0.159090909
XGBoost,5,model,0.0005,4,TRUE,mid,83,-0.000444246,0.004627451,-0.681549264,-0.047988852,0.156626506
XGBoost,5,model,0.001,0,TRUE,high,76,0.002489575,0.01114395,1.585993506,-0.034881683,0.368421053
XGBoost,5,model,0.001,0,TRUE,low,45,0.000407531,0.001970841,1.467992055,-0.003842588,0.111111111
XGBoost,5,model,0.001,0,TRUE,mid,83,4.13E-05,0.003485477,0.084071673,-0.030728234,0.084337349
XGBoost,5,model,0.001,1,TRUE,high,80,0.002518629,0.011448233,1.561855943,-0.039172728,0.4375
XGBoost,5,model,0.001,1,TRUE,low,44,1.11E-05,0.002037864,0.038593713,-0.011200952,0.090909091
XGBoost,5,model,0.001,1,TRUE,mid,80,5.44E-05,0.001537316,0.251048742,-0.006921576,0.0625
XGBoost,5,model,0.001,2,TRUE,high,79,0.002403202,0.009905699,1.722346384,-0.031944935,0.405063291
XGBoost,5,model,0.001,2,TRUE,low,43,2.17E-05,0.003397035,0.045414769,-0.012200568,0.093023256
XGBoost,5,model,0.001,2,TRUE,mid,82,0.000116833,0.00229532,0.361358139,-0.01342589,0.085365854
XGBoost,5,model,0.001,3,TRUE,high,77,0.001524209,0.01052157,1.028440443,-0.041795803,0.441558442
XGBoost,5,model,0.001,3,TRUE,low,43,0.000349687,0.003460726,0.717344102,-0.01638873,0.093023256
XGBoost,5,model,0.001,3,TRUE,mid,83,-5.53E-05,0.00369666,-0.106186301,-0.039060919,0.072289157
XGBoost,5,model,0.001,4,TRUE,high,76,0.002727689,0.010813082,1.790855998,-0.067754815,0.486842105
XGBoost,5,model,0.001,4,TRUE,low,44,0.000400545,0.0045758,0.621440116,-0.02597427,0.113636364
XGBoost,5,model,0.001,4,TRUE,mid,83,-4.96E-05,0.003099654,-0.113582775,-0.033450337,0.072289157
BASELINE,10,always_long,0,0,TRUE,high,36,-0.000819153,0.018045525,-0.227874513,-0.153809589,0.416666667
BASELINE,10,always_long,0,0,TRUE,low,23,0.001925949,0.010892673,0.887586164,-0.023129252,0.652173913
BASELINE,10,always_long,0,0,TRUE,mid,43,0.000629666,0.013673571,0.231168327,-0.073021604,0.558139535
BASELINE,10,always_long,0,1,TRUE,high,39,-0.000962675,0.018071531,-0.267414631,-0.162265016,0.384615385
BASELINE,10,always_long,0,1,TRUE,low,22,0.001242294,0.012595278,0.495127344,-0.034546158,0.590909091
BASELINE,10,always_long,0,1,TRUE,mid,41,0.001092605,0.012202792,0.449473617,-0.076631734,0.512195122
BASELINE,10,always_long,0,2,TRUE,high,40,-0.000248619,0.015538316,-0.08032122,-0.15475423,0.5
BASELINE,10,always_long,0,2,TRUE,low,21,0.000998652,0.011149386,0.449638318,-0.029151686,0.571428571
BASELINE,10,always_long,0,2,TRUE,mid,41,0.000631493,0.014004525,0.226360392,-0.086746581,0.487804878
BASELINE,10,always_long,0,3,TRUE,high,39,0.000149439,0.018201127,0.041215905,-0.143121617,0.487179487
BASELINE,10,always_long,0,3,TRUE,low,21,0.002226365,0.012531877,0.891826602,-0.03030303,0.619047619
BASELINE,10,always_long,0,3,TRUE,mid,42,-0.000385253,0.012632381,-0.153095221,-0.090249685,0.547619048
BASELINE,10,always_long,0,4,TRUE,high,39,-0.000935092,0.017941311,-0.26163777,-0.17763777,0.384615385
BASELINE,10,always_long,0,4,TRUE,low,22,0.001682268,0.013600881,0.620909778,-0.030085404,0.545454545
BASELINE,10,always_long,0,4,TRUE,mid,41,0.00080487,0.011822501,0.341756316,-0.067988902,0.512195122
BASELINE,10,always_long,0,5,TRUE,high,40,-0.000652721,0.017155176,-0.190999759,-0.182555431,0.475
BASELINE,10,always_long,0,5,TRUE,low,22,0.002048185,0.013165779,0.780949213,-0.029892619,0.590909091
BASELINE,10,always_long,0,5,TRUE,mid,40,0.000390226,0.011186513,0.175114142,-0.062189223,0.425
BASELINE,10,always_long,0,6,TRUE,high,41,-0.000373612,0.016362214,-0.114624897,-0.184079252,0.512195122
BASELINE,10,always_long,0,6,TRUE,low,22,0.002241284,0.010725069,1.049051948,-0.021247696,0.545454545
BASELINE,10,always_long,0,6,TRUE,mid,39,-0.000129109,0.010992981,-0.058957692,-0.070866673,0.461538462
BASELINE,10,always_long,0,7,TRUE,high,39,0.000416239,0.016107686,0.129720988,-0.167695372,0.512820513
BASELINE,10,always_long,0,7,TRUE,low,22,0.001933948,0.009359213,1.037303103,-0.022209403,0.590909091
BASELINE,10,always_long,0,7,TRUE,mid,41,-0.00070316,0.010241679,-0.344654033,-0.085277488,0.487804878
BASELINE,10,always_long,0,8,TRUE,high,38,-7.99E-05,0.016558928,-0.024233168,-0.170331687,0.552631579
BASELINE,10,always_long,0,8,TRUE,low,22,0.002251907,0.010492445,1.077392659,-0.025264169,0.590909091
BASELINE,10,always_long,0,8,TRUE,mid,41,-0.00014236,0.011674916,-0.061211561,-0.086461803,0.512195122
BASELINE,10,always_long,0,9,TRUE,high,37,-0.000276832,0.017294468,-0.080354461,-0.162370031,0.513513514
BASELINE,10,always_long,0,9,TRUE,low,22,0.001930467,0.010762072,0.900464865,-0.027633353,0.636363636
BASELINE,10,always_long,0,9,TRUE,mid,42,0.000190084,0.012983894,0.073492318,-0.075702621,0.5
BASELINE,10,always_short,0,0,TRUE,high,36,0.000819153,0.018045525,0.227874513,-0.133208919,0.583333333
BASELINE,10,always_short,0,0,TRUE,low,23,-0.001925949,0.010892673,-0.887586164,-0.065910985,0.347826087
BASELINE,10,always_short,0,0,TRUE,mid,43,-0.000629666,0.013673571,-0.231168327,-0.066515298,0.441860465
BASELINE,10,always_short,0,1,TRUE,high,39,0.000962675,0.018071531,0.267414631,-0.134284947,0.58974359
BASELINE,10,always_short,0,1,TRUE,low,22,-0.001242294,0.012595278,-0.495127344,-0.049258997,0.409090909
BASELINE,10,always_short,0,1,TRUE,mid,41,-0.001092605,0.012202792,-0.449473617,-0.097918656,0.487804878
BASELINE,10,always_short,0,2,TRUE,high,40,0.000248619,0.015538316,0.08032122,-0.15480616,0.5
BASELINE,10,always_short,0,2,TRUE,low,21,-0.000998652,0.011149386,-0.449638318,-0.048321671,0.428571429
BASELINE,10,always_short,0,2,TRUE,mid,41,-0.000631493,0.014004525,-0.226360392,-0.095208394,0.512195122
BASELINE,10,always_short,0,3,TRUE,high,39,-0.000149439,0.018201127,-0.041215905,-0.153900646,0.512820513
BASELINE,10,always_short,0,3,TRUE,low,21,-0.002226365,0.012531877,-0.891826602,-0.070624712,0.380952381
BASELINE,10,always_short,0,3,TRUE,mid,42,0.000385253,0.012632381,0.153095221,-0.060648138,0.452380952
BASELINE,10,always_short,0,4,TRUE,high,39,0.000935092,0.017941311,0.26163777,-0.151161763,0.615384615
BASELINE,10,always_short,0,4,TRUE,low,22,-0.001682268,0.013600881,-0.620909778,-0.075109583,0.454545455
BASELINE,10,always_short,0,4,TRUE,mid,41,-0.00080487,0.011822501,-0.341756316,-0.07621145,0.487804878
BASELINE,10,always_short,0,5,TRUE,high,40,0.000652721,0.017155176,0.190999759,-0.155390009,0.525
BASELINE,10,always_short,0,5,TRUE,low,22,-0.002048185,0.013165779,-0.780949213,-0.079138618,0.363636364
BASELINE,10,always_short,0,5,TRUE,mid,40,-0.000390226,0.011186513,-0.175114142,-0.065080509,0.575
BASELINE,10,always_short,0,6,TRUE,high,41,0.000373612,0.016362214,0.114624897,-0.161072649,0.487804878
BASELINE,10,always_short,0,6,TRUE,low,22,-0.002241284,0.010725069,-1.049051948,-0.070771933,0.454545455
BASELINE,10,always_short,0,6,TRUE,mid,39,0.000129109,0.010992981,0.058957692,-0.066281887,0.512820513
BASELINE,10,always_short,0,7,TRUE,high,39,-0.000416239,0.016107686,-0.129720988,-0.157165549,0.487179487
BASELINE,10,always_short,0,7,TRUE,low,22,-0.001933948,0.009359213,-1.037303103,-0.064696928,0.409090909
BASELINE,10,always_short,0,7,TRUE,mid,41,0.00070316,0.010241679,0.344654033,-0.059830078,0.512195122
BASELINE,10,always_short,0,8,TRUE,high,38,7.99E-05,0.016558928,0.024233168,-0.151121396,0.447368421
BASELINE,10,always_short,0,8,TRUE,low,22,-0.002251907,0.010492445,-1.077392659,-0.071829079,0.409090909
BASELINE,10,always_short,0,8,TRUE,mid,41,0.00014236,0.011674916,0.061211561,-0.069683104,0.487804878
BASELINE,10,always_short,0,9,TRUE,high,37,0.000276832,0.017294468,0.080354461,-0.157267673,0.486486486
BASELINE,10,always_short,0,9,TRUE,low,22,-0.001930467,0.010762072,-0.900464865,-0.060037151,0.363636364
BASELINE,10,always_short,0,9,TRUE,mid,42,-0.000190084,0.012983894,-0.073492318,-0.067562184,0.5
BASELINE,10,cash,0,0,TRUE,high,36,0,0,,0,0
BASELINE,10,cash,0,0,TRUE,low,23,0,0,,0,0
BASELINE,10,cash,0,0,TRUE,mid,43,0,0,,0,0
BASELINE,10,cash,0,1,TRUE,high,39,0,0,,0,0
BASELINE,10,cash,0,1,TRUE,low,22,0,0,,0,0
BASELINE,10,cash,0,1,TRUE,mid,41,0,0,,0,0
BASELINE,10,cash,0,2,TRUE,high,40,0,0,,0,0
BASELINE,10,cash,0,2,TRUE,low,21,0,0,,0,0
BASELINE,10,cash,0,2,TRUE,mid,41,0,0,,0,0
BASELINE,10,cash,0,3,TRUE,high,39,0,0,,0,0
BASELINE,10,cash,0,3,TRUE,low,21,0,0,,0,0
BASELINE,10,cash,0,3,TRUE,mid,42,0,0,,0,0
BASELINE,10,cash,0,4,TRUE,high,39,0,0,,0,0
BASELINE,10,cash,0,4,TRUE,low,22,0,0,,0,0
BASELINE,10,cash,0,4,TRUE,mid,41,0,0,,0,0
BASELINE,10,cash,0,5,TRUE,high,40,0,0,,0,0
BASELINE,10,cash,0,5,TRUE,low,22,0,0,,0,0
BASELINE,10,cash,0,5,TRUE,mid,40,0,0,,0,0
BASELINE,10,cash,0,6,TRUE,high,41,0,0,,0,0
BASELINE,10,cash,0,6,TRUE,low,22,0,0,,0,0
BASELINE,10,cash,0,6,TRUE,mid,39,0,0,,0,0
BASELINE,10,cash,0,7,TRUE,high,39,0,0,,0,0
BASELINE,10,cash,0,7,TRUE,low,22,0,0,,0,0
BASELINE,10,cash,0,7,TRUE,mid,41,0,0,,0,0
BASELINE,10,cash,0,8,TRUE,high,38,0,0,,0,0
BASELINE,10,cash,0,8,TRUE,low,22,0,0,,0,0
BASELINE,10,cash,0,8,TRUE,mid,41,0,0,,0,0
BASELINE,10,cash,0,9,TRUE,high,37,0,0,,0,0
BASELINE,10,cash,0,9,TRUE,low,22,0,0,,0,0
BASELINE,10,cash,0,9,TRUE,mid,42,0,0,,0,0
ElasticNet,10,model,0,0,TRUE,high,36,-0.000819153,0.018045525,-0.227874513,-0.153809589,0.416666667
ElasticNet,10,model,0,0,TRUE,low,23,0.001925949,0.010892673,0.887586164,-0.023129252,0.652173913
ElasticNet,10,model,0,0,TRUE,mid,43,0.000629666,0.013673571,0.231168327,-0.073021604,0.558139535
ElasticNet,10,model,0,1,TRUE,high,39,-0.000962675,0.018071531,-0.267414631,-0.162265016,0.384615385
ElasticNet,10,model,0,1,TRUE,low,22,0.001242294,0.012595278,0.495127344,-0.034546158,0.590909091
ElasticNet,10,model,0,1,TRUE,mid,41,0.001092605,0.012202792,0.449473617,-0.076631734,0.512195122
ElasticNet,10,model,0,2,TRUE,high,40,-0.000248619,0.015538316,-0.08032122,-0.15475423,0.5
ElasticNet,10,model,0,2,TRUE,low,21,0.000998652,0.011149386,0.449638318,-0.029151686,0.571428571
ElasticNet,10,model,0,2,TRUE,mid,41,0.000631493,0.014004525,0.226360392,-0.086746581,0.487804878
ElasticNet,10,model,0,3,TRUE,high,39,0.000149439,0.018201127,0.041215905,-0.143121617,0.487179487
ElasticNet,10,model,0,3,TRUE,low,21,0.002226365,0.012531877,0.891826602,-0.03030303,0.619047619
ElasticNet,10,model,0,3,TRUE,mid,42,-0.000385253,0.012632381,-0.153095221,-0.090249685,0.547619048
ElasticNet,10,model,0,4,TRUE,high,39,-0.000935092,0.017941311,-0.26163777,-0.17763777,0.384615385
ElasticNet,10,model,0,4,TRUE,low,22,0.001682268,0.013600881,0.620909778,-0.030085404,0.545454545
ElasticNet,10,model,0,4,TRUE,mid,41,0.00080487,0.011822501,0.341756316,-0.067988902,0.512195122
ElasticNet,10,model,0,5,TRUE,high,40,-0.000652721,0.017155176,-0.190999759,-0.182555431,0.475
ElasticNet,10,model,0,5,TRUE,low,22,0.002048185,0.013165779,0.780949213,-0.029892619,0.590909091
ElasticNet,10,model,0,5,TRUE,mid,40,0.000390226,0.011186513,0.175114142,-0.062189223,0.425
ElasticNet,10,model,0,6,TRUE,high,41,-0.000373612,0.016362214,-0.114624897,-0.184079252,0.512195122
ElasticNet,10,model,0,6,TRUE,low,22,0.002241284,0.010725069,1.049051948,-0.021247696,0.545454545
ElasticNet,10,model,0,6,TRUE,mid,39,-0.000129109,0.010992981,-0.058957692,-0.070866673,0.461538462
ElasticNet,10,model,0,7,TRUE,high,39,0.000416239,0.016107686,0.129720988,-0.167695372,0.512820513
ElasticNet,10,model,0,7,TRUE,low,22,0.001933948,0.009359213,1.037303103,-0.022209403,0.590909091
ElasticNet,10,model,0,7,TRUE,mid,41,-0.00070316,0.010241679,-0.344654033,-0.085277488,0.487804878
ElasticNet,10,model,0,8,TRUE,high,38,-7.99E-05,0.016558928,-0.024233168,-0.170331687,0.552631579
ElasticNet,10,model,0,8,TRUE,low,22,0.002251907,0.010492445,1.077392659,-0.025264169,0.590909091
ElasticNet,10,model,0,8,TRUE,mid,41,-0.00014236,0.011674916,-0.061211561,-0.086461803,0.512195122
ElasticNet,10,model,0,9,TRUE,high,37,-0.000276832,0.017294468,-0.080354461,-0.162370031,0.513513514
ElasticNet,10,model,0,9,TRUE,low,22,0.001930467,0.010762072,0.900464865,-0.027633353,0.636363636
ElasticNet,10,model,0,9,TRUE,mid,42,0.000190084,0.012983894,0.073492318,-0.075702621,0.5
ElasticNet,10,model,0.0005,0,TRUE,high,36,0.00044388,0.003145347,0.708430631,-0.004651486,0.055555556
ElasticNet,10,model,0.0005,0,TRUE,low,23,0,0,,0,0
ElasticNet,10,model,0.0005,0,TRUE,mid,43,0,0,,0,0
ElasticNet,10,model,0.0005,1,TRUE,high,39,0.000288656,0.003146676,0.460498404,-0.005896258,0.025641026
ElasticNet,10,model,0.0005,1,TRUE,low,22,0,0,,0,0
ElasticNet,10,model,0.0005,1,TRUE,mid,41,0,0,,0,0
ElasticNet,10,model,0.0005,2,TRUE,high,40,0.000154918,0.003634698,0.21396012,-0.014525885,0.05
ElasticNet,10,model,0.0005,2,TRUE,low,21,0,0,,0,0
ElasticNet,10,model,0.0005,2,TRUE,mid,41,0,0,,0,0
ElasticNet,10,model,0.0005,3,TRUE,high,39,0.000356148,0.001540873,1.16028215,-1.00E-04,0.076923077
ElasticNet,10,model,0.0005,3,TRUE,low,21,0,0,,0,0
ElasticNet,10,model,0.0005,3,TRUE,mid,42,0,0,,0,0
ElasticNet,10,model,0.0005,4,TRUE,high,39,-0.000533828,0.002007326,-1.335007084,-0.020604062,0
ElasticNet,10,model,0.0005,4,TRUE,low,22,0,0,,0,0
ElasticNet,10,model,0.0005,4,TRUE,mid,41,0,0,,0,0
ElasticNet,10,model,0.0005,5,TRUE,high,40,-0.000892614,0.003317217,-1.350797728,-0.035074687,0
ElasticNet,10,model,0.0005,5,TRUE,low,22,0,0,,0,0
ElasticNet,10,model,0.0005,5,TRUE,mid,40,0,0,,0,0
ElasticNet,10,model,0.0005,6,TRUE,high,41,-4.49E-05,0.007199457,-0.031298726,-0.039268806,0.024390244
ElasticNet,10,model,0.0005,6,TRUE,low,22,0,0,,0,0
ElasticNet,10,model,0.0005,6,TRUE,mid,39,0,0,,0,0
ElasticNet,10,model,0.0005,7,TRUE,high,39,4.22E-06,0.006862161,0.003089308,-0.032041735,0.051282051
ElasticNet,10,model,0.0005,7,TRUE,low,22,0,0,,0,0
ElasticNet,10,model,0.0005,7,TRUE,mid,41,0,0,,0,0
ElasticNet,10,model,0.0005,8,TRUE,high,38,-0.000374741,0.005760959,-0.326540002,-0.037031154,0.052631579
ElasticNet,10,model,0.0005,8,TRUE,low,22,0,0,,0,0
ElasticNet,10,model,0.0005,8,TRUE,mid,41,0,0,,0,0
ElasticNet,10,model,0.0005,9,TRUE,high,37,0.000237277,0.005477039,0.217475283,-0.022690623,0.054054054
ElasticNet,10,model,0.0005,9,TRUE,low,22,0,0,,0,0
ElasticNet,10,model,0.0005,9,TRUE,mid,42,0,0,,0,0
ElasticNet,10,model,0.001,0,TRUE,high,36,0,0,,0,0
ElasticNet,10,model,0.001,0,TRUE,low,23,0,0,,0,0
ElasticNet,10,model,0.001,0,TRUE,mid,43,0,0,,0,0
ElasticNet,10,model,0.001,1,TRUE,high,39,0,0,,0,0
ElasticNet,10,model,0.001,1,TRUE,low,22,0,0,,0,0
ElasticNet,10,model,0.001,1,TRUE,mid,41,0,0,,0,0
ElasticNet,10,model,0.001,2,TRUE,high,40,0,0,,0,0
ElasticNet,10,model,0.001,2,TRUE,low,21,0,0,,0,0
ElasticNet,10,model,0.001,2,TRUE,mid,41,0,0,,0,0
ElasticNet,10,model,0.001,3,TRUE,high,39,0,0,,0,0
ElasticNet,10,model,0.001,3,TRUE,low,21,0,0,,0,0
ElasticNet,10,model,0.001,3,TRUE,mid,42,0,0,,0,0
